Grammy,Year,Category,Main Artist,Artist,Cleaned Song or Album,Song or Album,Win,Cleaned Main Artist,Wiki URL,ArtistID,Song ID,Song Language,Cleaned Lyrics,Sentiment Label,Sentiment Score Confidence,Vulgarity Score,Genre,Combined Sentiment,Topic_1,Topic_2,Topic_3,Dominant Topic,Is Rap,Jitter
67,2024,Song Of The Year,Chappell Roan,Chappell Roan,Good Luck Babe!,"Good Luck, Babe!",0,Chappell Roan,https://en.wikipedia.org/wiki/Chappell_Roan,A2223,S133476,en, fine cool nothing truth guess fool arms angel car sunroof not call not call love call baby kiss hundred boys bars shoot another shot try stop feeling way new excuse another stupid reason good luck babe well good luck babe stop world stop feeling good luck babe well good luck babe stop world stop feeling cares sexually explicit kind love affair cried fair need little lovin need little head think call even call love love someone calls baby kiss hundred boys bars shoot another shot try stop feeling way new excuse another stupid reason good luck babe well good luck babe stop world stop feeling good luck babe well good luck babe stop world stop feeling wake next middle night head hands nothing wife think years ago standing face face told hate told hate told kiss hundred boys bars shoot another shot try stop feeling way new excuse another stupid reason good luck babe well good luck babe stop world stop feeling good luck babe well good luck babe stop world stop feeling stop world stop feeling stop world stop feeling stop world stop feeling,Neutral,0.3862053751945495,10.27027027027027,Pop,Neutral,0.9957616413789848,0.002159396045083066,0.0020789625759322365,TOPIC 1,Non Rap,0.8336912288959721
67,2024,Song Of The Year,Taylor Swift,Taylor Swift Featuring Post Malone,Fortnight,Fortnight,0,Taylor Swift,https://en.wikipedia.org/wiki/Taylor_Swift,A967,S133600,en,supposed sent away forgot functioning alcoholic til nobody noticed new aesthetic hope okay reason blame quiet treason fortnight forever run sometimes ask weather backyard turned good neighbors wife waters flowers kill mornings mondays stuck endless february took miracle move drug effects temporary love ruining life love ruining life touched fortnight touched touched fortnight forever run sometimes ask weather backyard turned good neighbors wife waters flowers kill fortnight together run sometimes comment sweater mailbox turned good neighbors husband cheating kill love ruining life love ruining life touched fortnight touched touched love ruining life love ruining life touched fortnight touched touched thought callin wo not pick another fortnight lost america move florida buy car wo not start till touch touch touch thought calling wo not pick another fortnight lost america move florida buy car wo not start till touch touch touch,Neutral,0.3670288026332855,2.8776978417266186,Pop,Neutral,0.0037915193273804085,0.9924938668970744,0.0037146137755450876,TOPIC 2,Non Rap,0.8295157220936977
67,2024,Song Of The Year,Lady Gaga,Lady Gaga & Bruno Mars,Die With A Smile,Die With A Smile,0,Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,A1115,S135302,en, woke dream goodbye not means since survived realized wherever ll follow nobody promised tomorrow love every night last night last night world ending next party time earth hold die smile world ending next lost lost words scream not even anymore cause already mean love worth fighting wherever ll follow nobody promised tomorrow love every night last night last night world ending next party time earth hold die smile world ending next right next next right next world ending next party time earth hold die smile world ending next world ending next next,Very Negative,0.3778319954872131,3.260869565217391,Pop,Negative,0.6036504410510932,0.3914660203368066,0.004883538612100168,TOPIC 1,Non Rap,0.9587443847748678
67,2024,Song Of The Year,Billie Eilish,Billie Eilish,Birds Of A Feather,BIRDS OF A FEATHER,0,Billie Eilish,https://en.wikipedia.org/wiki/Billie_Eilish,A1833,S134012,en,stay til grave til ride away dead buried til casket carried going cause always turning blue please not save nothing left lose without baby birds feather stick together never think not better alone not change weather might forever forever even better not crying not think love might long baby ll love til day die til day die til light leaves eyes til day die see mean not believe told become laments wrote full shit tell bit not see mind brooding quit not stupid not crying not think love might long baby not goodbye til day die til light leaves eyes til day die forever even better nothing look eyes love not act surprised,Very Negative,0.3624822795391083,7.964601769911504,Alternative,Negative,0.43700543561817506,0.5589449690201714,0.004049595361653576,TOPIC 2,Non Rap,1.006564398591579
67,2024,Best Rap Song,Kendrick Lamar,Kendrick Lamar,Not Like Us,Not Like Us,1,Kendrick Lamar,https://en.wikipedia.org/wiki/Kendrick_Lamar,A1382,S133800,en,psst see dead people ayy mustard beat deebo rap nigga free throw man call amberlamps tell breathe bro nail nigga cross walk around teezo jabroni ass niggas see compton industry hate fuck em mama many opps really mean many options finna pass body john stockton beat ass hide bible god watchin sometimes pop show niggas certified boogeyman score em walk whole time pole extort shit bully death row drake hear em young better ever cell block bitch talk love sure hide sister tell chubbs hand downs party party playin nose baka weird case around certified lover boy certified pedophiles wop wop wop wop wop dot fuck em wop wop wop wop wop stuff trollin bitch not tired strike chord probably minor think bay disrespect pac nigga think oakland show last stop nigga cole foui not still pretendin owl bird niggas bird bitches audience dumb shape stories drake slow rabbit hole still deep promise not somethin rad stands bitch malibu wanted not law boy ball boy fetch gatorade somethin since bitch jumpin niggasll wedgie flipped boxers ovo vaginal option pussy nigga better straighten posture famous compton might write doctorate tell pop star quit hidin fuck caption action accident hands fuck around polished fucked wayne girl jail connivin face tatted bitch apologizin glad deroz came home not deserve neither alondra central nigga better speak serena homeboy need subpoena predator move flocks name registered placed neighborhood watch lean niggas another line wock eyes send pac ayy put wrong label em dropped ayy sweet chin music wo not pass aux ayy many stocks really stock ayy two three four five plus five ayy devil lie god ayy freaky ass niggas need stay ass inside ayy roll ass fresh pack za ayy city back must outside ayy upon time chains homie still doubled callin slaves atlanta mecca buildin railroads trains bear second put game settlers usin townfolk em richer fast forward agenda run atlanta need check balance break real nigga challenge called future not see club baby helped lingo gave false street cred thug made feel slime head quavo northside chainz good lied run atlanta need dollars colleague fuckin colonizer family matter truth matter god plan show liar fan fan fan fan fan freaky ass nigga god freaky ass nigga god run life run life freaky ass nigga god freaky ass nigga god run life run life hear ov ov step way step way step way step way friend locked step way step way step way step way,Very Negative,0.4146499931812286,14.527845036319611,Rap/Hip Hop,Negative,0.6463520622135093,0.001303833282383484,0.3523441045041073,TOPIC 1,Rap,0.8594081331949972
67,2024,Best Rap Song,Glorilla,GloRilla,Yeah Glo!,Yeah Glo!,0,Glorilla,https://en.wikipedia.org/wiki/GloRilla,A2126,S132688,en,glorilla grizz gang gang gang gang woo run big glo wo not bet ass floor big carbon hit mayweather tula bow millions rap shit hate bitch stole flow backend backend comin fuck em stole show not run bitch headcase shoot signed deal pj hopped parachute geeked not ask bout features might stare geeked not ask bout features might embarrass glo stomp pussy shell toes glo slappin rap bitches makin bail glo two tone cartier match nails glo competition bitches stale glo cuban cuban shit layers glo money not tell glo keep runnin circles around snail hoes glo shit bumpin jail gang big glo mane everywhere workin hard maybach wagon trucks mm garage quick crank bitches better started locked gangstas players folks keep solid everything new look renovated cocky bitch humble not appreciate young wealthy ratchet hood bitches motivation top world tried underestimate em glo bitches fraudulent truth em glo stop overthinkin hoes not fuck em glo standin business chanel shoes play ll eat jail food gang glo stomp pussy shell toes glo slappin rap bitches makin bail glo two tone cartier match nails glo competition bitches stale glo cuban cuban shit layers glo money not tell glo keep runnin circles around snail hoes glo shit bumpin jail gang glo glo ,Very Negative,0.3945714831352234,11.904761904761903,Rap/Hip Hop,Negative,0.11719344673999688,0.0033086163066575716,0.8794979369533455,TOPIC 3,Rap,0.8255005664320061
67,2024,Best Rap Song,Future,Future & Metro Boomin Featuring Kendrick Lamar,Like That,Like That,0,Future,https://en.wikipedia.org/wiki/Future_(rapper),A1359,S133200,en,fire joint bitch young metro metro young metro three times stickin code hoes streets put nose pussy leak pussy niggas told not wake sleep not hear switch hear niggas scream hoes shrooms nigga hoes coke twenty carat ring put fingers throat lose carat might choke swallow goat freeband nigga bring racks shooters corner pack think cause exotic bitch attractive shitll put section brrt motto still ball championship game hoes hungry fuck name put gang fucked chain girl bitch twirlin dick syrup bitch turn bitch brought ercs bitch murked bitch pointers baby game time bring friend bitch fucked em time different nigga kind not mine young dope dealer sellin dope kickin doors kickin doors young throwed nigga sellin lows niggas bottom really steppin balencis pop another bottle thug around way niggas talkin necks not pull coffin mouth way paranoid threat ayy ayy bro money power respect last better lot goofies check mean hope sentiments symbolic temperament bipolar choose violence okay time prove problem niggas clickin legit water tell em huh fuck sneak dissin first person shooter hope came three switches crash fuck rap diss melle mel teez snatchin chains burnin tattoos lost many soldiers play safe walk around stick not andre think wo not drop location still ptsd motherfuck big three nigga big nigga bum really best work light pack nigga prince outlived mike jack nigga bum fore dogs gettin buried nines see pet sematary nigga bum young dope dealer sellin dope kickin doors kickin doors young throwed nigga sellin lows niggas bottom really steppin balencis pop another bottle thug around way young dope dealer sellin dope kickin doors kickin doors young throwed nigga sellin lows niggas bottom really steppin balencis pop another bottle thug came banging dope niggas young slangin powder walk strip club rain three hours locked phantom driver percd took chances hood nevada surfed outside white interior lasagna hundred thousands cashed designer devour nigga learned jungle sell load million week,Very Negative,0.2738976180553436,14.906832298136646,Rap/Hip Hop,Negative,0.0920714332950103,0.00180972336094325,0.9061188433440464,TOPIC 3,Rap,1.1416244975310996
67,2024,Best Rap Song,Rapsody,Rapsody Featuring Hit-Boy,Asteroids,Asteroids,0,Rapsody,https://en.wikipedia.org/wiki/Rapsody,A2255,S135800,en,first name marlanna last name evans underappreciated still respected insecurity fear rejected raw listen erection pull drake rap affection hard rap without message biggest flex stand never faked anything cars lived not millionaire not real not shoot talk dey fist lose win live another not worth bid advice give underpaid mother nice nobody write wake jacob drive went roc boy hot boy hit boy big boys threw rocks threw back asteroids crazy crazy spit god rearrange molars culture rap rap underexposed almost went mia lauryn window joker foreign acting foreign finally went psycho jhene aiko way brothers every play industry plants eat dr sebi went basic wraith greatest debates call pick lena waithe pride talking insecurities face scars omar coming rap back took bigger steps kodak pushed everest remind level rap back not pay level rap crazy not benefit act shady thought love back ladies making observation call clout chasing mention jay mad not maybe huh went roc boy hot boy hit boy big boys threw rocks threw back asteroids noise sun shine icarus power penmanship drop many jewels not even put wrist sacrifice nice dim light never never never went roc boy hot boy hit boy big boys threw rocks threw back asteroids crazy crazy,Negative,0.2846119105815887,3.3980582524271843,Rap/Hip Hop,Negative,0.3428088191395505,0.3131440521995279,0.3440471286609215,TOPIC 3,Rap,1.0648222918674004
66,2023,Record Of The Year,Miley Cyrus,Miley Cyrus,Flowers,Flowers,1,Miley Cyrus,https://en.wikipedia.org/wiki/Miley_Cyrus,A1032,S127000,en,good gold kind dream not sold right til not built home watched burn not leave not lie started cry remembered buy flowers write name sand talk hours things not understand take dancing hold hand love better love better love better baby love better love better baby paint nails cherry red match roses left remorse regret forget every word not leave baby not fight started cry remembered buy flowers write name sand talk hours things not understand take dancing hold hand love better love better love better baby love better love better baby love better love better baby love better not leave not fight started cry remembered buy flowers write name sand talk hours things not understand take dancing hold hand love better love better love better love better baby love better love better baby love better love better baby love better ,Very Positive,0.3224000930786133,2.127659574468085,Pop,Positive,0.5578152397812655,0.43927174657575374,0.0029130136429809583,TOPIC 1,Non Rap,1.1399649143243735
66,2023,Record Of The Year,Sza,SZA,Kill Bill,Kill Bill,0,Sza,https://en.wikipedia.org/wiki/SZA,A1761,S126502,en, still fan even though salty hate see broad happy hate see happy drivin mature mature mature therapist tell men not not might might kill ex best idea new girlfriend next might kill ex still love though rather jail alone sense lost sense might really love text evidence text evidence try ration morals crimes passion damn reach farmer market perfect peach basement plan home invasion lay face sayin beat mature mature mature therapist tell men not not might kill ex best idea new girlfriend next might kill ex still love though rather jail alone love drugs sober love drugs sober not killed ex best idea killed girlfriend next killed ex still love though rather hell alone,Positive,0.3891844749450683,8.695652173913043,R&B,Positive,0.9916549343141593,0.004031553811860379,0.004313511873980354,TOPIC 1,Non Rap,0.8029414998522694
66,2023,Record Of The Year,Taylor Swift,Taylor Swift,Anti-Hero,Anti-Hero,0,Taylor Swift,https://en.wikipedia.org/wiki/Taylor_Swift,A967,S125800,en,thing older never wiser midnights become afternoons depression works graveyard shift people ve ghosted stand room left devices prices vices end crisis ve realized time wake screaming dreaming day ll watch leaving cuz tired scheming last time hi problem tea time everybody agrees ll stare directly sun never mirror must exhausting always rooting anti hero sometimes feel everybody sexy baby monster hill big hang slowly lurching towards favorite city pierced heart never killed hear covert narcissism lightly disguised altruism kind congressman wake screaming dreaming day ll watch leaving life lose meaning last time hi problem tea time everybody agrees ll stare directly sun never mirror must exhausting always rooting anti hero dream daughter law kills money thinks left family gathers around reads someone screams laughing hell hi problem hi problem hi everybody agrees everybody agrees hi problem everybody agrees ll stare directly sun never mirror must exhausting always rooting anti hero,Very Negative,0.4343378841876983,2.6490066225165565,Pop,Negative,0.004126449134047304,0.8017260492274366,0.19414750163851593,TOPIC 2,Non Rap,1.2392967731125877
66,2023,Record Of The Year,Olivia Rodrigo,Olivia Rodrigo,Vampire,vampire,0,Olivia Rodrigo,https://en.wikipedia.org/wiki/Olivia_Rodrigo,A1934,S129400,en,hate give satisfaction asking castle built people pretend care wanted look cool guy see parties diamonds sometimes close eyes six months torture sold forbidden paradise loved truly laugh stupidity cause ve made real big mistakes worst look fine ve known strange night used think smart made look naive way sold parts sunk teeth bloodsucker famefucker bleedin dry goddamn vampire every girl ever talked told bad bad news called crazy god hate way called em crazy convincing lie without flinching mesmerizing paralyzing fucked little thrill not figure god knows never went cause girls age better ve made real big mistakes worst look fine ve known strange night used think smart made look naive way sold parts sunk teeth bloodsucker famefucker bleedin dry goddamn vampire true love not hard not love anyone cause mean heart tried help not cause think kind thing ll never understand ve made real big mistakes worst look fine ve known strange night used think smart made look naive way sold parts sunk teeth bloodsucker famefucker bleedin dry goddamn vampire,Neutral,0.2494896054267883,4.651162790697675,Pop,Neutral,0.9924257896737829,0.003659808388355787,0.003914401937861209,TOPIC 1,Non Rap,1.287881853530975
66,2023,Record Of The Year,Victoria Monét,Victoria Monét,On My Mama,On My Mama,0,Victoria Monet,https://en.wikipedia.org/wiki/Victoria_Mon%C3%A9t,A2184,S130297,en,mama must fuckin right body booty polite done bein humble type tell cause tonight hoes hope left right live fantasy think deserve right talk bout memories better life permanent ecstasy ladies pills tonight livin inside dream lay lover lie put mama hood look fly look good not touch bag wish look fly look good put mama hood look fly look good not touch bag wish look fly look good mama hood look fly look good touch swag wish look fly look good deep bag grandma peppermint smell good cause heaven sent sex game stupid steppin toothpick man tell truth opinion irrelevant think fine might fine hit behind reflection mirror not decline not even lie lie lie put mama hood look fly look good not touch bag wish look fly look good put mama hood look fly look good not touch bag wish look fly look good mama hood look fly look good touch swag wish look fly look good mama hood look fly look good touch swag wish look fly look good look fly look good mama hood look fly look good not touch bag wish look fly look good,Very Positive,0.3478777706623077,2.631578947368421,R&B,Positive,0.7013377723506359,0.043778920443273174,0.2548833072060911,TOPIC 1,Non Rap,0.7658492081428961
66,2023,Record Of The Year,Billie Eilish,Billie Eilish,What Was I Made For?,What Was I Made For? [From The Motion Picture \Barbie\],0,Billie Eilish,https://en.wikipedia.org/wiki/Billie_Eilish,A1833,S129633,en,used float fall used sure made made takin drive ideal looked alive turns real something paid made cause not feel try not feel someday might someday might end enjoyment sad not tell boyfriend made made cause cause not feel try not feel someday might someday might think forgot happy something something something wait something made something made,Positive,0.3475989103317261,0.0,Alternative,Positive,0.9807425522854047,0.009594868086946652,0.009662579627648642,TOPIC 1,Non Rap,0.7909545180538783
66,2023,Record Of The Year,Boygenius,boygenius,Not Strong Enough,Not Strong Enough,0,Boygenius,https://en.wikipedia.org/wiki/Boygenius,A2256,S135801,en,black hole opened kitchen every clock different time take energy fix not way strong enough man tried not stop staring ceiling fan spinning things not happened breathing drag racing canyon singing boys not cry see getting scraped pavement not way strong enough man lied lowering expectations half mind keeps second guessing close eys count always angel never god always angl never god always angel never god always angel never god always angel never god always angel never god always angel never god always angel never god always angel never god always angel never god always angel never god always angel never god not way something static think ve revelations coming front seat nearly empty skip exit old street home home alone,Neutral,0.2694962620735168,11.570247933884298,Alternative,Neutral,0.8500987776429866,0.021029862535972096,0.12887135982104125,TOPIC 1,Non Rap,0.9583676257621637
